type,id,japanese_name,chinese_name,ids
name,3030269000,ノーブルナイツ ブリジール＆コーデリア,高贵的骑士 布里吉尔＆科德利亚,3030269000
name,3030270000,フィラソピラ,菲拉索皮拉,3020039000|3030270000
name,3030271000,フライデー,星期五小姐,3030271000
name,3030275000,コワフュール,科瓦菲尔,3020058000|3030275000
name,3030276000,ザザ,扎扎,3030059000|3030276000
name,3030278000,クルーニ,库鲁尼,3020035000|3030278000
name,3030300000,タイアー,泰尔,3030181000|3030300000
name,3040003000,ネツァワルピリ,聂查瓦尔皮利,3030237000|3040003000
name,3040016000,ケルベロス,刻耳柏洛斯,3040016000
name,3040017000,アギエルバ,艾奇尔巴,3040017000
name,3040018000,クリスティーナ,克里斯蒂娜,3040018000
name,3040022000,メルゥ,梅路,3040022000
name,3040030000,ウーノ,乌诺,3040030000
name,3040032000,サラーサ,萨拉萨,3040032000
name,3040034000,フュンフ,芬芙,3040034000
name,3040037000,オクトー,奥克托,3040037000
name,3040038000,ニオ,妮欧,3040038000
name,3040042000,カルメリーナ,卡露梅莉娜,3030240000|3040042000
name,3040047000,ペトラ,佩特拉,3020011000|3040047000
name,3040048000,サルナーン,萨鲁楠,3040008000|3040048000
name,3040052000,ガンダゴウザ,冈达葛萨,3030201000|3040052000
name,3040059000,ラカム,拉卡姆,3030008000|3030048000|3040059000
name,3040076000,アオイドス,亚欧伊多斯,3040076000
name,3040077000,オイゲン,欧根,3030007000|3030085000|3040077000
name,3040082000,黒騎士,黑骑士,3040082000
name,3040084000,アイル,艾鲁,3030199000|3040084000
name,3040086000,フォルテ,法尔提,3040086000
name,3040093000,シャノワール,夏诺瓦,3040093000
name,3040097000,シェロカルテ,榭洛科特,3040097000
name,3040098000,ロミオ,罗密欧,3030077000|3040098000
name,3040108000,マルキアレス,马尔基雷斯,3040108000
name,3040109000,ラスティナ,拉丝缇娜,3030257000|3040109000
name,3040116000,キャタピラとヴィーラ,卡塔哔娜与维拉,3040116000
name,3040118000,カタリナ,卡塔莉娜,3030005000|3030029000|3040054000|3040118000
name,3040124000,バウタオーダ,巴塔殴达,3030053000|3040124000
name,3040131000,三日月宗近,三日月宗近,3040131000
name,3040133000,ニーナ・ドランゴ,妮娜多拉贡,3040133000
name,3040136000,木之本桜,木之本樱,3040136000
name,3040142000,リヴァイ,利威尔,3040142000
name,3040143000,マリー,玛丽,3020016000|3020023000|3030068000|3040143000
name,3040144000,シャリオス17世,夏利欧斯17世,3040144000
name,3040152000,ティアマト,提亚玛特,3040152000
name,3040155000,ロボミ,萝伯美,3030079000|3040155000
name,3040157000,江戸川コナン,江户川柯南,3040157000
name,3040162000,ガイゼンボーガ,盖森伯格,3040162000
name,3040163000,エスタリオラ,埃斯塔利奥拉,3040163000
name,3040164000,カイム,凯姆,3040164000
name,3040166000,カッツェリーラ,卡兹里拉,3040166000
name,3040167000,アラナン,阿拉南,3040167000
name,3040170000,ソリッズ,索利茲,3030020000|3030117000|3040170000
name,3040173000,ジョーカー,Joker,3040173000
name,3040174000,ウーフとレニー,沃夫＆蕾妮,3030321000|3040174000
name,3040175000,セレフィラ,瑟蕾菲拉,3030026000|3040175000
name,3040180000,ツバサ,翼,3040180000
name,3040182000,フーちゃん,小芙,3040182000
name,3040183000,桜内梨子＆高海千歌＆渡辺 曜,樱内梨子＆高海千歌＆渡边曜,3040183000
name,3040184000,津島善子＆国木田花丸＆黒澤ルビィ,津岛善子＆国木田花丸＆黑泽露比,3040184000
name,3040185000,松浦果南＆黒澤ダイヤ＆小原鞠莉,松浦果南＆黑泽黛雅＆小原鞠莉,3040185000
name,3040188000,プリキュア キュアブラック＆キュアホワイト,光之美少女 黑天使＆白天使,3040188000
name,3040189000,レディ・グレイ,灰夫人,3040005000|3040189000
name,3040191000,白竜の双騎士 ランスロット＆ヴェイン,白龙的双骑士 兰斯洛特＆维恩,3030272000|3040191000
name,3040193000,レヴィオン姉妹 マイム＆ミイム＆メイム,雷维翁姐妹 麦姆＆米姆＆梅姆,3040193000
name,3040200000,ペコリーヌ,佩可莉露,3040200000
name,3040201000,コッコロ,可可萝,3040201000
name,3040202000,アテナ,雅典娜,3040202000
name,3040203000,ターニャ,塔尼娅,3020015000|3030084000|3030167000|3040203000
name,3040205000,ダーント＆フライハイト,丹特＆福莱海特,3040205000
name,3040207000,メリッサベル,梅丽莎贝尔,3040102000|3040207000
name,3040208000,ヘルエス,赫尔艾斯,3040060000|3040091000|3040208000
name,3040209000,フェリ,菲莉,3030032000|3030101000|3030310000|3040073000|3040209000
name,3040213000,マキュラ・マリウス,玛裘拉·玛利乌斯,3040213000
name,3040216000,キャル,凯露,3040216000
name,3040218000,バイヴカハ,战争三女神 茉莉安&玛赫&芭波,3040218000
name,3040219000,ルルーシュ・ランペルージ,鲁路修·兰佩洛基（高文）,3040219000
name,3040220000,枢木スザク,枢木朱雀（兰斯洛特）,3040220000
name,3040221000,紅月カレン,红月华莲（红莲二式）,3040221000
name,3040229000,星空 凛＆小泉花陽＆西木野真姫,星空凛＆小泉花阳＆西木野真姬,3040229000
name,3040230000,園田海未＆高坂穂乃果＆南ことり,园田海未＆高坂穗乃果＆南小鸟,3040230000
name,3040231000,絢瀬絵里＆矢澤にこ＆東條 希,绚濑绘里＆矢泽妮可＆东条希,3040231000
name,3040232000,ブローディア,布洛蒂亚,3040158000|3040232000
name,3040233000,勇者と姫君 スタン＆アリーザ,勇者与公主 斯坦＆阿莉莎,3040233000
name,3040235000,コロッサス,科罗萨斯,3040235000
name,3040236000,サラ,莎拉,3030021000|3030147000|3040041000|3040236000
name,3040239000,真紅と冥闇 ゼタ＆バザラガ,真红与冥暗 泽塔&巴萨拉卡,3040239000
name,3040241000,ソシエ,苏丝雅,3040044000|3040095000|3040241000
name,3040244000,シトリ,志鸟,3040244000
name,3040246000,ミュオン,缪恩,3030172000|3040246000
name,3040248000,ガチャピン,扭蛋平,3040248000
name,3040253000,ユイシス,优希斯,3030245000|3040105000|3040253000
name,3040254000,ルシウス,卢修斯,3030033000|3030171000|3040254000
name,3040257000,ジン,仁,3030022000|3030086000|3030151000|3030178000|3040257000
name,3040259000,ヨダルラーハ,尤达拉哈,3020030000|3040064000|3040259000
name,3040260000,スカーサハ,斯卡哈,3040122000|3040260000
name,3040264000,飛竜と吸血姫 ヴァンピィ＆ベス,飞龙与吸血公主 斑比&贝丝,3040264000
name,3040265000,レイ,零,3040265000
name,3040266000,ティナ,缇娜,3030034000|3030236000|3040266000
name,3040269000,ドランク,德朗克,3040119000|3040269000
name,3040270000,エルステの要 黒騎士&オルキス,埃尔斯特之要 黑骑士&欧尔姬丝,3040270000
name,3040271000,ヘリヤ,赫丽雅,3020001000|3030175000|3040271000
name,3040272000,阿吽の破弓 ミラオル＆ザーリリャオー,阿吽之破弓 米拉奥尔&扎莉莉亚欧,3040272000
name,3040273000,シュラ,秋罗,3040273000
name,3040275000,渋谷凛&島村卯月&本田未央,涩谷凛&岛村卯月&本田未央,3040275000
name,3040276000,高垣楓,高垣枫,3040276000
name,3040278000,プレデター,布列迪塔,3030190000|3040278000
name,3040282000,ペンギー,企小鹅,3030073000|3030153000|3040282000
name,3040284000,アビー,阿比,3030011000|3040284000
name,3040285000,レオナ,蕾欧娜,3030241000|3030274000|3040285000
name,3040286000,ルシオ,路西欧,3040106000|3040286000
name,3040287000,アーミラ,阿米拉,3030065000|3040051000|3040287000
name,3040289000,ロザミア,萝莎米娅,3020018000|3030049000|3040087000|3040289000
name,3040292000,ミムルメモル,米姆露梅莫璐,3030043000|3040292000
name,3040293000,ジュリエット,朱丽叶,3040096000|3040293000
name,3040294000,竜ヶ崎ヒイロ,龙崎阳羽,3040294000
name,3040295000,天宮ミモリ,天宫美森,3040295000
name,3040296000,ディアンサ,戴安萨&莉娜莉亚&哈利耶&康娜&迪奥拉,3030150000|3040129000|3040296000
name,3040297000,黄金の騎士,金骑士,3040297000
name,3040300000,アザゼル,阿萨谢尔,3040137000|3040300000
name,3040301000,ロゼッタ,萝赛塔,3030010000|3040026000|3040068000|3040176000|3040301000
name,3040302000,ミレイユ＆リゼット,米蕾耶＆莉赛特,3040302000
name,3040303000,スーテラ,斯黛拉,3030018000|3030113000|3030187000|3040303000
name,3040304000,フェザー,菲泽,3020020000|3030078000|3030254000|3040304000
name,3040306000,ネモネ,涅莫涅,3040085000|3040306000
name,3040308000,竈門炭治郎&竈門禰󠄀豆子&我妻善逸&嘴平伊之助,灶门炭治郎&灶门祢豆子&我妻善逸&嘴平伊之助,3040308000
name,3040309000,煉󠄁獄杏寿郎,炼狱杏寿郎,3040309000
name,3040310000,胡蝶しのぶ,蝴蝶忍,3040310000
name,3040314000,フィルレイン,菲琳,3040314000
name,3040315000,シロウ,士郎,3030141000|3040156000|3040315000
name,3040316000,ゼヘク,泽黑库,3020017000|3030060000|3040316000
name,3040317000,マイシェラ,米歇拉,3030002000|3040317000
name,3040319000,ラムレッダ,拉姆丽妲,3020052000|3030013000|3030186000|3040319000
name,3040320000,カリオストロ,卡莉奥斯特萝,3030189000|3040009000|3040062000|3040120000|3040225000|3040320000
name,3040325000,同期組 ファラ＆ユーリ,同期组 法拉&尤利,3040325000
name,3040327000,アイザック,艾萨克,3040327000
name,3040328000,ベアトリクス,贝阿朵丽丝,3030163000|3030261000|3040070000|3040110000|3040328000
name,3040329000,クビラ,库碧拉,3030279000|3040197000|3040329000
name,3040330000,アンチラ,安琪拉,3030170000|3040071000|3040330000
name,3040331000,ボボボーボ・ボーボボ,波波波~波·波~波波,3040331000
name,3040334000,アルベール,阿尔贝尔,3030177000|3040045000|3040290000|3040334000
name,3040336000,トルー,托路,3040336000
name,3040338000,ショウ,翔,3040338000
name,3040339000,ミランダ,米兰达,3040339000
name,3040340000,レナ,蕾娜,3040021000|3040340000
name,3040342000,イングヴェイ,英格威,3040088000|3040342000
name,3040343000,イシュミール,伊休米尔,3040100000|3040126000|3040343000
name,3040346000,メグ,梅格,3030290000|3040346000
name,3040348000,ポセイドン,波塞冬,3040348000
name,3040349000,ザルハメリナ,扎哈梅丽娜,3040075000|3040349000
name,3040350000,タヴィーナ,塔维娜,3040234000|3040350000
name,3040352000,シヴァ,湿婆,3040196000|3040352000
name,3040353000,スペシャルウィーク＆サイレンススズカ＆トウカイテイオー,特别周&无声铃鹿&东海帝王,3040353000
name,3040354000,ノイシュ,诺伊修,3030000000|3030096000|3040178000|3040281000|3040354000
name,3040355000,グレア,古蕾娅,3030204000|3040130000|3040179000|3040355000
name,3040358000,アーサー,亚瑟,3030226000|3040358000
name,3040362000,真選組 土方十四郎＆沖田総悟,真选组 土方十四郎＆冲田总悟,3040362000
name,3040363000,万事屋銀ちゃん 坂田銀時&志村新八&神楽,万事屋 坂田银时&志村新八&神乐,3040363000
name,3040364000,ルナール,露娜露,3020050000|3020061000|3040172000|3040364000
name,3040366000,ベンジャミン,本杰明,3040366000
name,3040367000,アルルメイヤ,阿露露梅娅,3030249000|3040019000|3040104000|3040367000
name,3040368000,ランドル,兰德尔,3020070000|3030234000|3040368000
name,3040370000,ドラえもん,哆啦A梦,3040370000
name,3040371000,のび太,大雄,3040371000
name,3040373000,アルタイル,阿尔泰尔,3040001000|3040373000
name,3040382000,イッパツ,伊帕兹,3020038000|3020060000|3030232000|3040382000
name,3040383000,リルル,莉露露,3030247000|3040066000|3040383000
name,3040385000,ヴィーラ,维拉,3030019000|3040043000|3040053000|3040141000|3040211000|3040243000|3040385000
name,3040386000,ファスティバ,法斯蒂瓦,3030055000|3030109000|3040217000|3040386000
name,3040387000,フレイ,弗雷,3040387000
name,3040388000,シルフ,希尔芙,3040388000
name,3040391000,シルヴァ,席尔瓦,3040049000|3040187000|3040291000|3040391000
name,3040392000,ナルメア,娜尔梅亚,3030235000|3040063000|3040089000|3040249000|3040335000|3040392000
name,3040394000,ラグナ,拉格娜,3030133000|3040394000
name,3040396000,自由を謳う漢達 スカル＆バルルガン,讴歌自由的男子汉们 斯卡尔&巴鲁鲁干,3040396000
name,3040397000,ソフィア,索菲亚,3030225000|3040024000|3040397000
name,3040398000,イロハ,五郎八,3040398000
name,3040399000,リリゼット,莉莉婕特,3040399000
name,3040400000,プリッシュ,普利修,3040400000
name,3040402000,アンナ,安娜,3020008000|3020021000|3030095000|3040402000
name,3040403000,エイレア,艾蕾娅,3040403000
name,3040404000,ジャミル,贾米尔,3030134000|3030196000|3040404000
name,3040412000,マギサ,玛姬莎,3040011000|3040247000|3040412000
name,3040413000,クラリス,克拉莉丝,3040046000|3040067000|3040121000|3040206000|3040413000
name,3040415000,スツルム,斯特姆,3040115000|3040268000|3040415000
name,3040416000,ルフィ,路飞,3040416000
name,3040417000,ゾロ&サンジ,索隆&山治,3040417000
name,3040418000,ナミ＆ロビン,娜美&罗宾,3040418000
name,3040420000,ジャンヌダルク,贞德,3030195000|3040040000|3040080000|3040154000|3040245000|3040420000
name,3040421000,エリカ,艾丽卡,3040421000
name,3040422000,アンダーソン,安德森,3040422000
name,3040423000,ジェシカ,杰西卡,3030016000|3030030000|3030159000|3040227000|3040423000
name,3040424000,ボーマン,波曼,3040424000
name,3040425000,パーシヴァル,帕西瓦尔,3030168000|3040050000|3040090000|3040279000|3040425000
name,3040426000,覇道を征く主従 アグロヴァル＆トー,征于霸道的主从 阿古罗瓦尔&托,3040426000
name,3040428000,ムゲン,无限,3040267000|3040428000
name,3040430000,永遠の親愛 ユエル&ソシエ,永远亲爱 尤艾尔&苏丝雅,3040430000
name,3040432000,アダム,亚当,3040432000
name,3040433000,テレーズ,特蕾丝,3030001000|3030062000|3040149000|3040433000
name,3040435000,フィオリト,菲奥莉托,3040305000|3040435000
name,3040436000,カイン,该隐,3030184000|3040171000|3040436000
name,3040438000,シャルロッテ,夏洛特,3030192000|3030198000|3040010000|3040020000|3040194000|3040438000
name,3040439000,エリン,艾琳,3030164000|3040439000
name,3040440000,ミカエル,米迦勒,3040440000
name,3040442000,Ｕ・フライデー,U·星期五小姐,3040442000
name,3040443000,ハールート・マールート,哈鲁特&马鲁特（指教之天司 ）,3040223000|3040443000
name,3040444000,エミリア,艾米莉亚,3040444000
name,3040445000,サンドリヨン,桑德莉咏,3040445000
name,3040446000,オーキス,欧姬丝,3040111000|3040446000
name,3040448000,セン,千,3030127000|3030169000|3040204000|3040448000
name,3040452000,イーウィヤ,伊维亚,3040378000|3040452000
name,3040453000,アズサ,梓,3040359000|3040453000
name,3040454000,モニカ,莫妮卡,3040186000|3040238000|3040321000|3040454000
name,3040455000,ナタク,哪吒,3040332000|3040455000
name,3040457000,シナモロール＆ポムポムプリン,大耳狗&布丁狗,3040457000
name,3040458000,ヤイア,雅雅,3030111000|3030259000|3040458000
name,3040459000,ジャスミン,茉莉,3020012000|3030102000|3040459000
name,3040460000,カロ,卡洛,3040460000
name,3040461000,カンターテ,坎妲缇,3040461000
name,3040462000,イカロス,伊卡洛斯,3040462000
name,3040463000,リリィ,莉莉,3030165000|3040007000|3040311000|3040463000
name,3040464000,ドロッセル,多萝赛尔,3020063000|3040464000
name,3040466000,バアル,巴尔,3040215000|3040466000
name,3040467000,コスモス,科斯莫斯,3040467000
name,3040468000,クピタン,库皮坦,3040379000|3040468000
name,3040469000,フォリア,芙莉亚,3040181000|3040469000
name,3040470000,エニュオ,厄倪俄,3040365000|3040470000
name,3040471000,バザラガ,巴萨拉卡,3040029000|3040146000|3040324000|3040471000
name,3040472000,フェディエル,菲迪埃尔,3040376000|3040472000
name,3040473000,ユリウス,尤里乌斯,3040199000|3040473000
name,3040474000,アリーザ,阿莉莎,3030015000|3030242000|3040083000|3040474000
name,3040475000,サーヴァンツ ドロシー＆クラウディア,女仆 多萝西＆克劳迪娅,3040134000|3040475000
name,3040476000,虎杖悠仁＆伏黒 恵,虎杖悠仁&伏黑惠,3040476000
name,3040477000,釘崎野薔薇＆禪院真希,钉崎野蔷薇&禅院真希,3040477000
name,3040478000,ヴァンピィ,斑比,3030221000|3040057000|3040478000
name,3040479000,アニラ,阿妮拉,3030110000|3040027000|3040288000|3040479000
name,3040480000,セルエル,塞鲁艾尔,3040013000|3040250000|3040480000
name,3040483000,パリス,帕里斯,3030157000|3040483000
name,3040484000,キャサリン,凯瑟琳,3030264000|3040074000|3040484000
name,3040486000,カグヤ,辉夜,3040486000
name,3040487000,ティコ,缇可,3040337000|3040414000|3040487000
name,3040489000,ダーント,丹特,3020044000|3030156000|3040489000
name,3040490000,サビルバラ,萨比尔巴拉,3030118000|3030258000|3040490000
name,3040491000,ウツセミ,空蝉,3040491000
name,3040492000,ガブリエル,加百列,3040492000
name,3040493000,バロワ&サーヤ,巴洛瓦&萨娅,3040493000
name,3040494000,ボレミア,波蕾米亚,3020007000|3030056000|3040494000
name,3040495000,ユニ,尤妮,3040390000|3040495000
name,3040496000,イルノート,伊尔诺特,3040277000|3040345000|3040496000
name,3040497000,ヘレル・ベン・シャレム,赫莱尔·本·夏蕾姆,3040251000|3040351000|3040497000
name,3040498000,ノア,诺亚,3030039000|3040255000|3040498000
name,3040500000,ローアイン,罗艾因,3020031000|3020041000|3030123000|3040500000
name,3040501000,ウリエル,乌列尔,3040501000
name,3040503000,ティラ,缇拉,3040503000
name,3040507000,デリフォード,德利弗多,3020005000|3030188000|3040507000
name,3040508000,オリヴィエ,奥莉薇尔,3030246000|3040145000|3040508000
name,3040509000,ユーリ,尤利,3030038000|3030253000|3040509000
name,3040510000,ロベルティナ,罗贝缇娜,3030144000|3040510000
name,3040511000,ネハン,涅槃,3040341000|3040511000
name,3040512000,シンダラ,辛妲拉 黄&白,3040377000|3040512000
name,3040513000,リチャード,理查德,3020014000|3030267000|3040513000
name,3040514000,サブリナ,萨布丽娜,3040514000
name,3040515000,サンダルフォン,圣德芬,3040153000|3040224000|3040312000|3040447000|3040515000
name,3040517000,メイガス,梅嘉丝,3040517000
name,3040518000,ホルス,荷鲁斯,3040518000
name,3040519000,フェニー,菲妮,3040519000
name,3040520000,レ・フィーエ,蕾‧芬耶,3040004000|3040014000|3040113000|3040520000
name,3040521000,エルモート,艾尔莫特,3030023000|3030083000|3040356000|3040521000
name,3040522000,ポチャッコ,帕恰狗,3040522000
name,3040523000,スピナー,斯平纳,3020071000|3030322000|3040523000
name,3040524000,アン,安,3040132000|3040524000
name,3040526000,ウルキ,乌露琪,3040526000
name,3040527000,シュシュク,秀秀珂,3040527000
name,3040528000,アミ,阿弥,3040528000
name,3040529000,コルル,克璐璐,3040222000|3040283000|3040529000
name,3040530000,クロエ,库洛尔,3020059000|3030202000|3040530000
name,3040531000,スイ,翠,3040531000
name,3040532000,ヴァイト,斑特,3040094000|3040532000
name,3040533000,さと,纱都,3040533000
name,3040534000,ミリン,米琳,3030224000|3030265000|3040307000|3040409000|3040534000
name,3040535000,ネクタル,奈克塔尔,3040318000|3040535000
name,3040536000,オロロジャイア,欧罗罗伽亚,3040536000
name,3040537000,テフヌト,泰芙努特,3040537000
name,3040538000,ラジエル,拉结尔,3040516000|3040538000
name,3040539000,ククル,库库鲁,3030155000|3040159000|3040361000|3040539000
name,3040540000,ハレゼナ,哈蕾泽娜,3040079000|3040240000|3040540000
name,3040541000,ソーン,索恩,3040031000|3040541000
name,3040542000,ラガッツォ,拉加佐,3040481000|3040542000
name,3040543000,ヘカテー,赫卡忒,3040450000|3040543000
name,3040544000,ガレヲン,伽莱翁,3040405000|3040544000
name,3040545000,アグロヴァル,阿古罗瓦尔,3040192000|3040322000|3040545000
name,3040546000,ニーア,尼娅,3040169000|3040546000
name,3040547000,メドゥーサ,美杜莎,3040123000|3040151000|3040214000|3040389000|3040547000
name,3040548000,セワスチアン,塞瓦斯蒂安,3030191000|3040548000
name,3040549000,ノワール,诺瓦尔,3040549000
name,3040550000,ナーヴェ,娜维,3030142000|3040550000
name,3040551000,ヴェイン,维恩,3030047000|3030107000|3040117000|3040360000|3040551000
name,3040552000,フロレンス,芙罗伦斯,3040299000|3040429000|3040552000
name,3040553000,ウィルナス,威尔纳斯,3040381000|3040553000
name,3040554000,サテュロス,萨缇洛斯,3040280000|3040375000|3040554000
name,3040555000,マナマル,玛娜玛尔,3040401000|3040555000
name,3040556000,リーシャ,莉夏,3030072000|3030087000|3040101000|3040263000|3040556000
name,3040557000,ウィル,威尔,3020010000|3030092000|3040557000
name,3040558000,リムル＝テンペスト,利姆鲁·特恩佩斯特,3040558000
name,3040559000,ヴェルドラ＝テンペスト,维鲁德拉·特恩佩斯特,3040559000
name,3040560000,シオン,紫苑,3040333000|3040410000|3040560000
name,3040561000,ディアブロ,迪亚波罗,3040561000
name,3040563000,ユグドラシル,尤格多拉希尔,3040125000|3040380000|3040563000
name,3040564000,ゾーイ,佐伊,3030233000|3040078000|3040092000|3040150000|3040564000
name,3040565000,カトル,卡托尔,3040033000|3040565000
name,3040566000,ヤチマ,雅琪玛,3040566000
name,3040567000,アレーティア,阿雷提亚,3040002000|3040567000
name,3040568000,ラファエル,拉斐尔,3040568000
name,3040569000,インダラ,茵妲拉,3040569000
name,3040570000,ミニゴブ,迷你哥布,3030100000|3040570000
name,3040571000,コク,蔻刻,3040571000
name,3040572000,メレアガンス,梅利甘斯,3040572000
name,3040573000,フィーナ,菲娜,3030035000|3030228000|3040061000|3040573000
name,3040574000,ネギ・スプリングフィールド,涅吉·史普林菲尔德,3040574000
